session_year,session_name,session_id,bill_number,title,description,status,status_desc,last_action,last_action_date,url,state_link,matched_keywords
2008,2008 Regular Session,16,,Restricted permit; issuance thereof for license suspension for nonpayment of fines and costs.,"Restricted permit issuance for license suspension for nonpayment of fines and costs.  Provides for the issuance of a restricted permit to a person whose operator's license is suspended for failure to pay fines and costs. Currently, the person may retain his full driving privilege when he maintains payments in accordance with his deferred or installment payment plan. This bill allows the restricted permit to be issued when the person cannot enter into a payment plan or for other good cause shown. This bill has been incorporated into",1,,House: Incorporated by Courts of Justice (HB1407-Dance) by voice vote,2008-02-08,https://legiscan.com/VA/bill/HB1374/2008,,pension
2008,2008 Regular Session,16,,Restricted driver's license; issuance to operate motor vehicle during period of suspension,Suspended license; unpaid fines.  Authorizes the issuance for good cause shown and upon verification of employment of a six-month restricted permit to operate a motor vehicle during a period of suspension for unpaid fines and costs. This bill incorporates,4,,Governor: Acts of Assembly Chapter text (CHAP0861),2008-04-23,https://legiscan.com/VA/bill/HB1407/2008,,pension
2008,2008 Regular Session,16,,Claims; Kay F. Couch Johnson.,"Claims; Kay F. Couch Johnson.  Provides $161,875 in relief for Kay F. Couch Johnson. One-half of such sum is payable on or before July 1, 2008, and the balance is to be paid in five equal installments from July 1, 2009, through July 1, 2013, contingent upon written mental and physical evaluations, and upon her not returning to work as a nurse or if the VRS Medical Board finds she may work as a nurse without losing her VRS retirement benefits. Ms. Johnson was an employee of the Department of Mental Health, Mental Retardation and Substance Abuse Services at Catawba Hospital. In the course of her duties, Ms. Johnson was injured by a violent patient.",1,,House: Left in Appropriations,2008-02-12,https://legiscan.com/VA/bill/HB1417/2008,,retirement
2008,2008 Regular Session,16,,"Real estate tax; Powhatan County may use higher income limits for exemptions for elderly, etc.","Real property tax; exemptions for elderly and handicapped. Adds Powhatan County to the list of localities that may use higher income limits ($62,000 rather than $50,000) and net worth limits ($350,000 rather than $200,000) in determining eligibility for real property tax exemptions for the elderly and handicapped.  This bill was incorporated into",1,,House: Incorporated by Finance (HB698-BaCote) by voice vote,2008-02-04,https://legiscan.com/VA/bill/HB1428/2008,,elderly
2008,2008 Regular Session,16,,School employees; school board to develop policies to address complaints of sexual abuse thereby.,"School employees; criminal acts. Requires the court clerks to notify the Superintendent of Public Instruction and division superintendent when a person known to be licensed by the Board of Education is convicted of a felony drug crime or certain felony sex crimes involving a child victim. The bill also requires (i) local school boards to develop policies and procedures to address complaints of sexual abuse of a student by a teacher or other school board employee; (ii) the Board of Education to include requirements for the denial, suspension, cancellation, revocation, and reinstatement of licensure in its regulations; (iii) notification by the local school board to the Board of Education when a licensed employee of a school board is dismissed or resigns because of certain criminal convictions or a founded child abuse or neglect case; (iv) notification by the local department of social services to the Superintendent of Public Instruction when the subject of a founded complaint of child abuse or neglect is known to hold a license from the Board of Education; and (v) the Board of Education to revoke the license of any person who has resigned because he has been convicted of a felony, sex offense, drug offense or because he is the subject of a founded case of child abuse or neglect. This bill incorporates",4,,Governor: Acts of Assembly Chapter text (CHAP0827),2008-04-14,https://legiscan.com/VA/bill/HB1439/2008,,pension
2008,2008 Regular Session,16,,"Long-term care services; adds representatives of housing, etc. to coordination committees.","Department for the Aging; coordination of local long-term care services. Adds representatives of housing, transportation, and other appropriate local organizations that provide long-term care services to the membership of local long-term care coordination committees.  This bill is identical to",4,,Governor: Acts of Assembly Chapter text (CHAP0391),2008-03-11,https://legiscan.com/VA/bill/HB1447/2008,,"aging, long-term care"
2008,2008 Regular Session,16,,Retirement System; investments related to state sponsors of terrorism.,"Virginia Retirement System; investments related to state sponsors of terrorism.  Requires the Virginia Retirement System, under certain circumstances, to divest itself of investments in companies meeting certain criteria gauged to be related to supporting state sponsors of terrorism as determined by the Secretary of State of the United States.",1,,House: Left in Appropriations,2008-02-12,https://legiscan.com/VA/bill/HB1460/2008,,retirement
2008,2008 Regular Session,16,,Assisted living facilities; exempting certain from requirement to have license.,Exempting certain assisted living facilities from the requirement to have a license.  Provides that an assisted living facility that has not been found to be in violation of licensing requirements during the most recent five-year period shall be exempt from licensing requirements.,1,,"House: Stricken from docket by Health, Welfare and Institutions by voice vote",2008-01-17,https://legiscan.com/VA/bill/HB1461/2008,,assisted living
2008,2008 Regular Session,16,,Real estate tax; relief for nonrelatives of owner or certain caregivers of elderly and handicapped.,"Real estate tax relief for the elderly and handicapped. Includes the income of nonrelatives living in the dwelling of the owner seeking tax relief, except for bona fide tenants and bona fide paid caregivers, in computing the maximum income limits to be eligible for the tax relief. Under current law, only the income of relatives living in the dwelling are included with that of the owner's in determining eligibility.",4,,Governor: Acts of Assembly Chapter text (CHAP0334),2008-03-11,https://legiscan.com/VA/bill/HB1479/2008,,"elderly, caregiver"
2008,2008 Regular Session,16,,Bears; non-lethal control measures.,"Damage from bears; non-lethal control measures.  Authorizes the Director of the Department of Game and Inland Fisheries to employ non-lethal control measures to control bears that are damaging property. Currently the Director may relocate the bear, but is not explicitly authorized to use other non-lethal control measures such as fencing. Any such measures are permissible only if used within a reasonable period of time.",4,,Governor: Acts of Assembly Chapter text (CHAP0260),2008-03-06,https://legiscan.com/VA/bill/HB1482/2008,,aging
2008,2008 Regular Session,16,,Mortgage Lender & Broker Act; SCC to enforce certain laws for home ownership protection.,"Home ownership protection.  Authorizes the State Corporation Commission to impose a fine not exceeding $2,500 upon a mortgage lender or mortgage broker that is required to be licensed under the Mortgage Lender and Broker Act for violating any other law or regulation applicable to the conduct of the lender's or broker's business. The Housing Commission is directed to study all new federal legislation pertaining to mortgage lending and brokering, and to determine if the legislation requires changes to Virginia law. The measure authorizes the Commission to suspend or revoke a mortgage lender's or broker's license upon its failure promptly to pay when due reasonable fees to a licensed appraiser for appraisal services performed in connection with the origination or closing of a mortgage loan for a customer of the mortgage broker or lender. Other amendments to the Mortgage Lender and Broker Act (i) remove the element of the definition of a mortgage loan that has required the property securing the loan to be owner-occupied; (ii) require the Commission to conduct criminal background checks through the Central Criminal Records Exchange on every member, senior officer, director, and principal of a licensee; (iii) require licensees to conduct background checks on employees who may have access to or process personal identifying or financial information from a member of the public; (iv) require licensees to ensure that employees are properly trained in applicable state and federal mortgage lending laws and regulations; and (v) authorize the Attorney General to bring actions to enjoin violations of the federal Real Estate Settlement Procedures Act to the extent authorized by provisions of that Act.",4,,Governor: Acts of Assembly Chapter text (CHAP0863),2008-04-23,https://legiscan.com/VA/bill/HB1487/2008,,senior
2008,2008 Regular Session,16,,Southwest Regional Recreation Authority; established.,"Southwest Regional Recreation Authority. Establishes an authority for Southwest Virginia to create a multi-purpose regional recreational area similar to, and potentially adjoining, such areas in West Virginia and Kentucky. The recreational area might consist of various trails and other amenities on private open-space lands where members of the public could, for example, hunt, fish, boat, camp, ride motorcycles or all-terrain vehicles, ride mountain bikes, or ride horses. The Southwest Regional Recreation Authority would have various powers to manage the area by raising funds, employing staff, and adopting rules punishable by civil penalties. Landowners participating in the recreation area would be afforded a limited liability for persons engaging in recreational activities on their property.",4,,Governor: Acts of Assembly Chapter text (CHAP0645),2008-03-18,https://legiscan.com/VA/bill/HB1496/2008,,aging
2008,2008 Regular Session,16,,Nursing home or facility beds; Health Commissioner may accept and issue applications therefor.,"Certificate of Public Need. Permits the Commissioner to issue a Request For Applications, and to accept applications for 120 new nursing home or nursing facility beds in Planning District 3. This bill also requires the Commissioner to consider, in issuing any certificate of public need for 120 beds, an applicant that proposes to establish a new nursing facility located within three miles of the boundary of the county seat or within the county seat of the county adjacent to the city or county in which is sited any facility in Planning District 3 determined by the Division of Certificate of Public Need to be licensed for 120 beds but that operated no Medicaid-certified beds in 2006.",4,,Governor: Acts of Assembly Chapter text (CHAP0802),2008-04-14,https://legiscan.com/VA/bill/HB1498/2008,,"nursing home, medicaid"
2008,2008 Regular Session,16,,Real estate tax; exemptions for elderly and handicapped persons in certain cities and counties.,"Real property tax exemptions for the elderly and handicapped. Raises the maximum income eligibility restriction from $62,000 to $67,000 in the Cities of Charlottesville, Chesapeake, Norfolk, Portsmouth, Richmond, Suffolk, and Virginia Beach and the Counties of Chesterfield, Goochland, and Henrico.  The bill incorporates",4,,Governor: Acts of Assembly Chapter text (CHAP0231),2008-03-06,https://legiscan.com/VA/bill/HB1503/2008,,elderly
2008,2008 Regular Session,16,,Health care sharing ministries; insurance laws do not apply.,"Health care sharing ministries.  Declares that insurance laws do not apply to a health care sharing ministry. A health care sharing ministry that, through its publication to members, solicits funds for the payment of medical expenses of other members, will not be considered to be engaging in the business of insurance and will not be subject to the jurisdiction of the State Corporation Commission. A health care sharing ministry is a health care cost sharing arrangement among individuals of the same religion, administered by a non-profit, tax-exempt organization that, among other things, acts as an organizational clearinghouse for information about members who have financial or medical needs and matches them with members with the ability to assist those with such needs, and provides for the financial or medical needs of members through payments directly from one member to another.",4,,Governor: Acts of Assembly Chapter text (CHAP0232),2008-03-06,https://legiscan.com/VA/bill/HB1512/2008,,aging
2008,2008 Regular Session,16,,Nursing home beds; Health Commissioner may accept applications & issue certificates of public need.,"COPN; nursing home beds. Authorizes the Commissioner of Health to accept applications and to issue certificates of public need for nursing home beds in Planning District 13, which would result in an increase of 30 percent in the number of licensed nursing home beds for each nursing home that has reported to Virginia Health Information an average annual occupancy rate of 99 percent or higher for fiscal year 2006 and fiscal year 2007, provided that the application is filed on or before December 1, 2008, and approved additional nursing home beds are not put into service prior to July 1, 2009.",2,,Senate: Continued to 2009 in Finance (16-Y 0-N),2008-02-27,https://legiscan.com/VA/bill/HB1532/2008,,nursing home
2008,2008 Regular Session,16,,Public schools; abortion services prohibited.,"Public schools; abortion services prohibited. Prohibits school divisions and their employees from providing abortion services. The bill also prohibits any provider of abortion services from providing information or course materials related to human sexuality or sexually transmitted diseases. Abortion services means (i) performing, inducing, or assisting in the performance or inducing of an abortion that is not necessary to save the life of the mother; (ii) encouraging a patient to have an abortion or referring a patient for an abortion that is not necessary to save the life of the mother; or (iii) developing or dispensing drugs, chemicals, or devices intended to be used to induce an abortion that is not necessary to save the life of the mother.",1,,House: Continued to 2009 in Education by voice vote,2008-02-06,https://legiscan.com/VA/bill/HB1538/2008,,aging
2008,2008 Regular Session,16,,Individual retirement accounts (IRAs); exemption from civil judgments.,IRAs; exemption from civil judgments. Exempts individual retirement accounts from all creditor process including civil judgments.,1,,House: Continued to 2009 in Courts of Justice by voice vote,2008-02-04,https://legiscan.com/VA/bill/HB1559/2008,,retirement
2008,2008 Regular Session,16,,Personal rapid transit pilot program; Secretary of Transportation to consider City of Portsmouth.,"Encouraging Secretary of Transportation to consider Portsmouth; personal rapid transit.  Encourages the Secretary of Transportation, in conducting his study under",1,,House: Stricken from docket by Transportation by voice vote,2008-01-17,https://legiscan.com/VA/bill/HR4/2008,,aging
2008,2008 Regular Session,16,,Long-term care needs; Joint Commission on Health Care to study alternative solutions.,"Study; Alternative solutions to long-term care needs in the Commonwealth; report.  Directs the Joint Commission on Health Care to study alternative solutions to long-term care needs, including intentional communities of clustered homes.",1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR69/2008,,long-term care
2008,2008 Regular Session,16,,Mid-Atlantic Regional Spaceport (MARS); encouraging Governor to initiate memorandum of agreement.,Mid-Atlantic Regional Spaceport (MARS).  Encourages the Governor of the Commonwealth to initiate a memorandum of agreement with the Governor of Maryland to create a bi-state compact and commission to jointly fund and operate the Mid-Atlantic Regional Spaceport.,1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR94/2008,,aging
2008,2008 Regular Session,16,,Ecumenical Patriarch; encouraging Government of Turkey to grant certain rights.,"Encourage the Government of Turkey to grant certain rights to the Ecumenical Patriarch. Encourages the Government of Turkey to grant the Ecumenical Patriarch appropriate international recognition, ecclesiastical succession, and the right to train clergy of all nationalities and to respect the property rights and human rights of the Ecumenical Patriarchate.",1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR126/2008,,aging
2008,2008 Regular Session,16,,Project Lead the Way Launch program; encouraging school divisions to consider launching.,Resolution; school divisions of the Commonwealth.  Encourages the school divisions of the Commonwealth to consider launching a Project Lead the Way program in the division's high schools.,1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR127/2008,,aging
2008,2008 Regular Session,16,,International education programs; encouraging higher educ. institutions to enhance opportunities.,"Resolution; encouraging international education programs.  Encourages the Commonwealth%92s public institutions of higher education to enhance opportunities for international educational programs. The Commonwealth%92s institutions of higher education are encouraged to (i) develop courses of study, academic programs, and enrichment opportunities to increase student understanding of global issues and cultural differences; (ii) promote courses in foreign languages to prepare students to seek careers in a global marketplace and enhance their understanding of other countries; (iii) provide opportunities for students in all majors to participate in programs to study abroad to enrich their academic training, intercultural perspectives, and personal development; (iv) provide opportunities for domestic and international students to interact effectively and routinely to share their views, perceptions, and experiences; and (v) develop innovative public education programs, methods, and venues to explore global issues and world cultures.",1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR128/2008,,aging
2008,2008 Regular Session,16,,V-Prize Foundation; commending and encouraging the Space Transportation Office to study.,V-Prize Foundation. Commends the V-Prize Foundation and encourages the Federal Aviation Administration%92s Commercial Space Transportation office to conduct a comprehensive study of the domestic and international legal issues associated with transoceanic point-to-point space flight.,4,,House: Bill text as passed House and Senate (HJ147ER),2008-03-12,https://legiscan.com/VA/bill/HJR147/2008,,aging
2008,2008 Regular Session,16,,Aging; joint subcommittee to study reducing cost of caring for population in State.,"Study; cost of caring for &quot;baby boomers&quot;; report.  Establishes a joint subcommittee to study reducing the cost of caring for the aging population of the Commonwealth. In conducting its study, the joint subcommittee shall examine alternatives to nursing home care, including adult day care; evaluate cost containment efforts in other states; and seek the input of other interested parties, including both private and nonprofit entities who work with the aging population, in seeking cost containment strategies.",1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR165/2008,,"aging, nursing home"
2008,2008 Regular Session,16,,Constitutional amendment; restoration of civil rights for certain felons (first reference).,"Constitutional amendment (first resolution); restoration of civil rights.  Authorizes the General Assembly to provide by general law for the restoration of civil rights for persons convicted of felonies who have completed service of their sentence including any period or condition of probation, parole, or suspension of sentence. The present Constitution provides for restoration of rights by the Governor. The amendment retains the right of the Governor to restore civil rights and adds the alternative for restoration of rights pursuant to general law.",1,,House: Continued to 2009 in Privileges and Elections by voice vote,2008-01-18,https://legiscan.com/VA/bill/HJR182/2008,,pension
2008,2008 Regular Session,16,,"Governor's Schools; school divisions to consider forming committees to establish in math, etc.","Encouraging the school divisions of the Commonwealth to consider forming planning committees to establish academic year Governor's Schools in math, science, and technology. Encourages the school divisions of the Commonwealth to consider forming planning committees to establish academic year Governor's Schools in math, science, and technology.",1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR185/2008,,aging
2008,2008 Regular Session,16,,Family caregivers; Joint Commission on Health Care to study support services therefor.,Family caregivers of the frail elderly and disabled and community-based caregiver support organizations. Joint Commission on Health Care to study support services.,1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR238/2008,,"elderly, caregiver"
2008,2008 Regular Session,16,,Mid-Atlantic Regional Spaceport (MARS); encouraging utilization thereof.,Encouraging the utilization of Mid-Atlantic Regional Spaceport (MARS). Encourages the utilization of MARS by commercial space launch providers to re-supply and re-crew the orbiting International Space Station upon retirement of the space shuttle.,1,,House: Left in Rules,2008-02-12,https://legiscan.com/VA/bill/HJR246/2008,,"aging, retirement"
2008,2008 Regular Session,16,,Commending Special Operator Senior Chief Petty Officer (SEAL) Douglas M. Day.,Commending Special Operator Senior Chief Petty Officer (SEAL) Douglas M. Day.,4,,House: Bill text as passed House and Senate (HJ337ER),2008-03-08,https://legiscan.com/VA/bill/HJR337/2008,,senior
2008,2008 Regular Session,16,,Commending the Potomac Senior High School football team.,Commending the Potomac Senior High School football team.,4,,House: Bill text as passed House and Senate (HJ439ER),2008-03-08,https://legiscan.com/VA/bill/HJR439/2008,,senior
2008,2008 Regular Session,16,,Celebrating the life of Special Operator Senior Chief Petty Officer (SEAL) Thomas John Valentine.,Celebrating the life of Special Operator Senior Chief Petty Officer (SEAL) Thomas John Valentine.,4,,House: Bill text as passed House and Senate (HJ542ER),2008-03-08,https://legiscan.com/VA/bill/HJR542/2008,,senior
2008,2008 Regular Session,16,,Joint Rules Committee; confirming various appointments.,"Confirming various appointments made by the Joint Rules Committee.  Confirms the reappointment of John M. Albertine to the Board of Trustees of the Virginia Retirement System, the reappointment of Kamlesh N. Dave, M.D., to the Commonwealth Health Research Board, and the reappointment of E. M. Miller, Jr., to the Virginia State Council for Interstate Adult Offender Supervision.",4,,House: Bill text as passed House and Senate (HJ612ER),2008-03-12,https://legiscan.com/VA/bill/HJR612/2008,,retirement
2008,2008 Regular Session,16,,Health insurance; mandated coverage for prosthetic devices and components.,"Health insurance; mandated coverage for prosthetic devices and components.  Requires health insurers, health care subscription plans, and health maintenance organizations to provide coverage for the cost of prosthetic devices and components, if the treating physician certifies the medical necessity of the prosthetic device and component as a proposed course of treatment. The coverage shall, at a minimum, equal the coverage provided under provisions of the federal Medicare program.   This bill is incorporated into",1,,Senate: Incorporated by Commerce and Labor (SB645-Ticer) (15-Y 0-N),2008-01-28,https://legiscan.com/VA/bill/SB13/2008,,medicare
2008,2008 Regular Session,16,,Judges; increases mandatory retirement age.,Mandatory retirement age for judges.  Increases the mandatory retirement age for judges from age 70 to age 75. This bill incorporates,2,,Senate: Continued to 2009 in Courts of Justice,2008-02-05,https://legiscan.com/VA/bill/SB19/2008,,retirement
2008,2008 Regular Session,16,,Judges; increases mandatory retirement age.,Mandatory retirement for judges.  Increases the mandatory retirement age for judges from age 70 to age 75. This bill has been incorporated into,1,,Senate: Incorporated by Courts of Justice (SB19-Edwards) (14-Y 0-N),2008-01-21,https://legiscan.com/VA/bill/SB34/2008,,retirement
2008,2008 Regular Session,16,,At-risk students; local school boards may establish after school programs.,At-risk students; after school programs. Allows local school boards to establish after school programs designed to prevent at-risk youth from engaging in illegal or gang-related activities for school aged children.  Local funds appropriated for educational purposes may be used to support such programs.,4,,Governor: Acts of Assembly Chapter text (CHAP0455),2008-03-14,https://legiscan.com/VA/bill/SB44/2008,,aging
2008,2008 Regular Session,16,,Retirement System; investments related to Sudan.,"Virginia Retirement System; investments related to Sudan.  Requires the Virginia Retirement System, under certain circumstances, to divest itself of investments in companies meeting certain criteria gauged to be related to the genocide in the Darfur region of Sudan.",2,,House: Left in Appropriations,2008-03-03,https://legiscan.com/VA/bill/SB87/2008,,retirement
2008,2008 Regular Session,16,,Retirement benefits; applicable to certain public safety officers and state police officers.,"Retirement benefits; public safety officers and state police officers. Makes legislation passed by the 2007 Session of the General Assembly that increased retirement benefits for certain sheriffs, deputy sheriffs, public safety officers, and state police officers applicable to persons who retired from service on or after July 1, 2002. Under the 2007 legislation, among other changes, the average final compensation retirement multiplier for sheriffs and state police officers was increased from 1.7 percent to 1.85 percent, and all deputy sheriffs of localities participating in the Virginia Retirement System were provided LEOs retirement benefits. For any such person who retired from service on or after July 1, 2002, but before July 1, 2007, any increase in retirement benefits as a result of the bill would be made available on a prospective basis beginning July 1, 2008.",1,,Senate: Left in Finance,2008-02-13,https://legiscan.com/VA/bill/SB110/2008,,retirement
2008,2008 Regular Session,16,,Higher educational institutions; retirement plan for teachers and administrative faculty.,"Retirement; teachers and administrative faculty of institutions of higher education.  Provides that teachers and administrative faculty of institutions of higher education who are covered under an optional retirement plan (in lieu of the Virginia Retirement System) and have 10 years of service with the Commonwealth may make a one-time, irrevocable election to transfer into VRS.",1,,Senate: Left in Finance,2008-02-13,https://legiscan.com/VA/bill/SB127/2008,,retirement
2008,2008 Regular Session,16,,Higher educational institutions; optional retirement plan for certain employees.,"Optional retirement plan; institutions of higher education.  Provides that the annual contribution to optional retirement plans covering certain employees at institutions of higher education would not be less than the percentage contribution rate in effect that is generally applicable for state employees who are members of the Virginia Retirement System, including the five percent member contribution rate.",1,,Senate: Left in Finance,2008-02-13,https://legiscan.com/VA/bill/SB128/2008,,retirement
2008,2008 Regular Session,16,,Freedom of Information Act; exemptions for certain records of public institutions of higher ed.,"Freedom of Information Act (FOIA); exemptions for certain fundraising strategies and donor records of public institutions of higher education.  Exempts records maintained by a public institution of higher education in connection with fundraising activities conducted by or for such institution to the extent that such records reveal (i) personal fundraising strategies relating to identifiable donors or prospective donors or (ii) wealth assessments; estate, financial, or tax planning information; health-related information; employment, familial, or marital status information; electronic mail addresses, facsimile or telephone numbers; birth dates or social security numbers of identifiable donors or prospective donors. This bill is identical to",4,,Governor: Acts of Assembly Chapter text (CHAP0561),2008-03-17,https://legiscan.com/VA/bill/SB130/2008,,social security
2008,2008 Regular Session,16,,Government Data Collection and Dissemination Practices Act; disclosure of personal information.,"Government Data Collection and Dissemination Practices Act (GDCDPA); personal information; definition; collection of same; penalty for violation; jurisdiction of district courts.  Provides that no agency shall require an individual to furnish or disclose his social security number (SSN) or driver's license number unless the furnishing or disclosure of such number is (i) authorized or required by state or federal law and (ii) essential for the performance of that agency's duties. The bill also strengthens the remedies provisions of the GDCDPA by adding civil penalties matching those in FOIA, and grants general district courts the authority to hear GDCDPA cases. Additionally, the bill has enactment clauses giving it a delayed effective date of July 1, 2009, and requires state agencies to study their own collection and use of SSNs and report to the FOIA Council and JCOTS on such collection and use by October 1, 2008.  The bill also contains a fourth enactment clause providing for the gathering of similar information about the use and collection of SSNs by cities, counties and towns with a population greater than 15,000. The bill is a recommendation of the Freedom of Information Advisory Council and JCOTS. This bill is identical to",4,,Governor: Acts of Assembly Chapter text (CHAP0843),2008-04-14,https://legiscan.com/VA/bill/SB132/2008,,social security
2008,2008 Regular Session,16,,Personal Information Privacy Act; prohibits dissemination of another's social security number.,"Personal Information Privacy Act; social security numbers. Prohibits the dissemination of another person's social security number, regardless of whether such number is obtained from a public or private record. Currently, the prohibition against dissemination only applies to social security numbers obtained from private sources. This bill is a recommendation of the Freedom of Information Advisory Council and the Joint Commission on Technology and Science.  This bill is identical to",4,,Governor: Acts of Assembly Chapter text (CHAP0562),2008-03-17,https://legiscan.com/VA/bill/SB133/2008,,social security
2008,2008 Regular Session,16,,Prisoners; medical and psychiatric benefits.,"Medical and psychiatric benefits for prisoners.  Requires the Department of Corrections to take reasonable steps to identify any benefits, including any Social Security or Veterans Administration benefits, for which a prisoner may be eligible and take such steps as may be necessary to ensure that benefits are available to the prisoner at the time of release.",1,,Senate: Continued to 2009 in Rehabilitation and Social Services (15-Y 0-N),2008-01-25,https://legiscan.com/VA/bill/SB138/2008,,social security
2008,2008 Regular Session,16,,Uniform Statewide Building Code; use of noncombustible materials in certain structures construction.,"Uniform Statewide Building Code; use of noncombustible materials in the construction of certain structures.  Requires the Board of Housing and Community Development to promulgate regulations establishing standards for requiring the use of noncombustible materials in the construction of assisted living facilities, residential dwelling units designed or developed and marketed to senior citizens, nursing homes, and nursing facilities.",1,,Senate: Subject matter referred by letter to Housing Commission pursuant to Senate Rule 20 (L),2008-01-16,https://legiscan.com/VA/bill/SB167/2008,,"senior, nursing home, assisted living"
2008,2008 Regular Session,16,,Retirement System; average final compensation retirement multiplier for teachers.,"Virginia Retirement System; average final compensation retirement multiplier for teachers.  Increases from 1.7 to 2.0 the average final compensation retirement multiplier for teachers with five or more years of creditable service earned as a teacher. The 2.0 multiplier would apply to the total amount of creditable service at the time of retirement, regardless if some portion of the total amount of creditable service relates to other than teaching. The bill applies to current and future retirees.",1,,Senate: Left in Finance,2008-02-13,https://legiscan.com/VA/bill/SB187/2008,,retirement
2008,2008 Regular Session,16,,Real estate tax; exemptions for elderly and handicapped persons in certain cities and counties.,"Real estate tax relief; elderly and permanently and totally disabled.  Increases from $62,000 to $67,000 the income limit in certain cities and counties for eligibility for elderly and permanently and totally disabled real estate tax relief programs.",4,,Governor: Acts of Assembly Chapter text (CHAP0144),2008-03-05,https://legiscan.com/VA/bill/SB203/2008,,elderly
2008,2008 Regular Session,16,,Residential Landlord and Tenant Act; duty of landlord and managing agent for visible mold.,"Landlord and managing agent immunity for mold claims. Provides that landlords and managing agents are not liable for civil damages in an action for exposure to mold arising from the condition within the interior of a dwelling unit brought by a tenant, authorized occupant, or guest or invitee if the mold condition is caused solely by the negligence of the tenant. The bill also provides that managing agents with no maintenance responsibilities are not liable for damages unless the agents have actual knowledge of the mold condition and fail to disclose the existence of the condition to the landlord and any prospective or actual tenants. The bill provides further that if a written move-in inspection report reflects that there is no visible evidence of mold in a dwelling unit, and the tenant does not object in writing to such report within five days of his receipt of the report, there shall be a rebuttable presumption that no mold existed at the time of the move-in inspection. The bill also requires landlords and managing agents with maintenance responsibilities to perform mold remediation if visible evidence of mold occurs within a dwelling unit.  This bill is identical to HB 221.",4,,Governor: Acts of Assembly Chapter text (CHAP0341),2008-03-11,https://legiscan.com/VA/bill/SB232/2008,,aging
2008,2008 Regular Session,16,,School employees; school board to develop policies to address complaints of sexual abuse thereby.,"School employees; criminal acts. Requires the court clerks to notify the Superintendent of Public Instruction when a person known to be licensed by the Board of Education is convicted of a felony drug crime or certain felony sex crimes involving a child victim. The bill also requires (i) local school boards to develop policies and procedures to address complaints of sexual abuse of a student by a teacher or other school board employee; (ii) the Board of Education to include requirements for the denial, suspension, cancellation, revocation, and reinstatement of licensure in its regulations; (iii) notification by the local school board to the Board of Education when a licensed employee of a school board is dismissed or resigns because of certain criminal convictions or a founded child abuse or neglect case; (iv) notification by the local department of social services to the Superintendent of Public Instruction when the subject of a founded complaint of child abuse or neglect is known to hold a license from the Board of Education; and (v) the Board of Education to revoke the license of any person who has been dismissed or has resigned because he has been convicted of a felony, sex offense, drug offense or because he is the subject of a founded case of child abuse or neglect. This bill is identical to",4,,Governor: Acts of Assembly Chapter text (CHAP0474),2008-03-14,https://legiscan.com/VA/bill/SB241/2008,,pension
2008,2008 Regular Session,16,,Law Officers' Retirement System; adds conservation officers as member.,Virginia Law Officers' Retirement System (VALORS). Adds conservation officers of the Department of Conservation and Recreation as members of VALORS.,1,,Senate: Continued to 2009 in Finance (16-Y 0-N),2008-01-29,https://legiscan.com/VA/bill/SB261/2008,,retirement
2008,2008 Regular Session,16,,Real estate tax; authorizes certain counties & cities to adopt income limit for elderly & disabled.,"Elderly and permanently and totally disabled real estate tax relief.  Adds the Cities of Newport News and Hampton, and the Counties of Hanover and Powhatan to the list of localities that may provide real estate tax exemptions to elderly and handicapped persons whose income and net worth do not exceed limitations that are higher than the income and net worth limitations that apply in general to counties, cities, and towns.  The bill also increases the income limitation from $62,000 to $67,000 for the Cities of Charlottesville, Chesapeake, Hampton, Newport News, Norfolk, Portsmouth, Richmond, Suffolk, Virginia Beach, and the Counties of Chesterfield, Goochland, Hanover, Henrico, and Powhatan.  The bill incorporates",4,,Governor: Acts of Assembly Chapter text (CHAP0695),2008-04-14,https://legiscan.com/VA/bill/SB283/2008,,elderly
2008,2008 Regular Session,16,,Driver's license; issuance to an applicant who doesn't provide social security number.,Application for driver's license; social security number. Allows issuance of a driver's license to an applicant who fails to provide a social security number on the application if such failure is due to a bona fide religious objection to providing a social security number for any reason not related to official social security tax and/or benefit purposes.,1,,Senate: Stricken at request of Patron in Transportation (14-Y 0-N),2008-01-17,https://legiscan.com/VA/bill/SB285/2008,,social security
